Identifiant;Identifiant CTV;Code postal de l'arrondissement;Numéro de STV;Typologie;Maitre d'ouvrage;Objet;Description;Voie(s);Précisions de localisation;Date de début;Date de fin;Impact sur la circulation;Détail de l'impact sur la circulation;Niveau de perturbation;Statut;URL LettreInfoChantier;geo_shape;geo_point_2d
CP001995;381285;75010;11;3;;CONSTRUCTION_IMMEUBLE;Démolition + Construction de bâtiment;Rue Tesson;Au N°9;2021-07-05;2022-10-30;RESTREINTE;Maintien de 4m de circulation, dont le contre sens cyclable;2;2;;"{""coordinates"": [[[2.371378946921733, 48.87111032065327], [2.37137654765135, 48.87111030805281], [2.37155023535612, 48.87116515157505], [2.371579502058336, 48.87113120684756], [2.371411819565203, 48.871076383210834], [2.371378946921733, 48.87111032065327]]], ""type"": ""Polygon""}";48.871120759667924,2.3714793286840528
CP002242;;75005;12;2;Eau de Paris;ENTRETIEN_RESEAU;Tubage d'une conduite;bd de l'Hôpital/ bd St Marcel;du 40 au 42 / du 2 au 8;2022-03-07;2022-06-03;RESTREINTE;Maintien de 3.50m dans chaque sens;1;2;;"{""coordinates"": [[[[2.361707523672012, 48.84004312831765], [2.361879537602919, 48.840267700671305], [2.36188320397016, 48.84026893526931], [2.361941578135069, 48.840212136166976], [2.361781886858921, 48.8400054514282], [2.361406826183007, 48.839870193751125], [2.360898774608538, 48.839703290790105], [2.360843756788775, 48.83978033224267], [2.361707523672012, 48.84004312831765]]], [[[2.361879537602919, 48.840267700671305], [2.361876023209557, 48.84026651724822], [2.361881386941066, 48.840270114534995], [2.361879537602919, 48.840267700671305]]]], ""type"": ""MultiPolygon""}";48.83993499657352,2.36141244513969
CP002212;;75002;11;3;DUMEZ;REHABILITATION_IMMEUBLE;;Bd poissonnière;Face au N°27;2022-01-06;2023-06-30;RESTREINTE;Renvoi de cyclistes en circulation générale;2;2;;"{""coordinates"": [[[2.343769304227463, 48.87123034483092], [2.343669875062266, 48.87124883510787], [2.343688993148468, 48.871306048029], [2.343535296620987, 48.8713373287237], [2.343540632285257, 48.871343307120554], [2.34357809921292, 48.87137563612102], [2.343813206067737, 48.8713245755392], [2.343769304227463, 48.87123034483092]]], ""type"": ""Polygon""}";48.8713084630955,2.3436966929646714
CP002313;614005;75010;11;1;MDP-DVD-SD-Transport;REAMENAGEMENT_VOIRIE;Aménagement PMR Bus;Bus;Emprise située sur trottoir et chaussée entre le 54 et 60 boulevard Magenta;2022-05-16;2022-06-10;RESTREINTE;Déviation des bus et vélos dans la circulation générale;2;1;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/PV de ROC 27-58 Bd Magenta - citÃ© 614005.pdf;"{""coordinates"": [[[[2.358503325110862, 48.87362473550045], [2.35854180098314, 48.87363768439175], [2.358580551406458, 48.87359601262502], [2.358644469563896, 48.8736196740119], [2.358869959755788, 48.87335295062547], [2.358756107636987, 48.873341870693594], [2.358503325110862, 48.87362473550045]]], [[[2.3585029974711063, 48.87362510247268], [2.358503325110862, 48.87362473550045], [2.35850300333014, 48.873624626754925], [2.3585029974711063, 48.87362510247268]]]], ""type"": ""MultiPolygon""}";48.87348449055276,2.358692325059555
CP002285;598251;75007;12;1;STV;REFECTION_CHAUSSEE;Travaux de désamiantage + Tapis;Avenue du Maréchal Gallieni;Entre rue St Dominique et Place des Invalides;2022-04-11;2022-05-27;RESTREINTE;"Désamiantage: En 2 phases avec maintien de 4,00m dans chaque sens.
Tapis + SH: Barrage de rue du 23/05 au 27/05";2;2;;"{""coordinates"": [[[2.312960347537922, 48.85982236830809], [2.313225061164354, 48.85979973027472], [2.313127620347942, 48.85885972786462], [2.312834542723482, 48.85887414999501], [2.312858133909163, 48.85893602065407], [2.312964449883821, 48.85981970729352], [2.312960347537922, 48.85982236830809]]], ""type"": ""Polygon""}";48.859333289029244,2.313040875308434
CP002249;587528;75010;11;1;STV;REAMENAGEMENT_VOIRIE;Végétalisation;Rue St Vincent de Paul;Entre la rue de Belzunce et bd Magenta;2022-03-28;2022-07-22;RESTREINTE;Barrage de la rue en journée, en semaine;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR Saint-Vincent de Paul.pdf;"{""coordinates"": [[[[2.3520050245283, 48.87957495214568], [2.35220698207665, 48.8802678150404], [2.352327686999564, 48.880134982963746], [2.352167858850024, 48.87957046529572], [2.3520050245283, 48.87957495214568]]], [[[2.35220698207665, 48.8802678150404], [2.352203906064668, 48.88027120056885], [2.352207975989596, 48.880271222591055], [2.35220698207665, 48.8802678150404]]]], ""type"": ""MultiPolygon""}";48.879886581333515,2.352173951601213
CP002297;603149;75014;12;1;STAR;REAMENAGEMENT_VOIRIE;Semi-pérennisation piste cyclable;Avenue de la Porte d'Orléans;Avenue porte d'Orléans - rue de la Légion étrangère - place du 25 aout 1944;2022-04-19;2022-04-22;RESTREINTE;Voies cyclable et bus impactées;2;2;;"{""coordinates"": [[[2.325683947568899, 48.822963848183385], [2.325467336851284, 48.82210329931479], [2.3258457337198832, 48.819887291058734], [2.325788526804002, 48.81990845207973], [2.325410405288125, 48.8221029781555], [2.325643143355483, 48.82297435938611], [2.32565127559925, 48.82297440524631], [2.325683947568899, 48.822963848183385]]], ""type"": ""Polygon""}";48.82140781721147,2.3256051143249628
CP002239;555291;75008;9;2;ENEDIS;RACCORDEMENT_RESEAU;Travaux de raccordement RER E;Avenue de Friedland;Entre rue Lamennais et rue de Washington;2022-05-02;2022-06-17;RESTREINTE;"Travaux sur trottoir avec arrêt ponctuel sur chaussée.
Du 23 au 27/05 Tranchée sur chaussée au N°5 en 2 phases avec maintien de 3.00m de circulation.
Nuit du 23 au 24/05, mise à sens unique de l'av. Friedland depuis Balzac vers r. du Faubourg St Hono";2;1;;"{""coordinates"": [[[2.305050642489193, 48.87458578589487], [2.30505467476981, 48.87458849383753], [2.305090828957954, 48.87462359636117], [2.305082440728665, 48.87464233669937], [2.305049747225092, 48.87465288323433], [2.304988858044243, 48.874641793390985], [2.3047450176981013, 48.87461890472695], [2.304131491743346, 48.87455092173325], [2.30324175645242, 48.874446434633725], [2.302546929786335, 48.874372602063204], [2.302514703175241, 48.87434825707776], [2.302572348608952, 48.874297595784725], [2.30254825953808, 48.87427329821768], [2.302420727001416, 48.87437723484919], [2.3050006711381013, 48.874671386445634], [2.305085900091282, 48.874687985749425], [2.305123415009084, 48.87462110189117], [2.305087511465459, 48.87456721179778], [2.305050642489193, 48.87458578589487]]], ""type"": ""Polygon""}";48.874514150073864,2.3037735589045236
CP001507;;75008;9;3;DIOR;REHABILITATION_IMMEUBLE;;avenue Montaigne, rue François 1er;du n°30 au n°32, n°15;2019-09-03;2022-02-28;RESTREINTE;Modification des files de circulation, fermeture de la contre allée lors des livraisons et du 05/07 au 30/11 pour la dépose de l'échafaudage entre 7h et 19h.;2;4;;"{""coordinates"": [[[2.306634984499521, 48.86672905934554], [2.30663316528535, 48.86673023864299], [2.306453342938334, 48.86682675705592], [2.306384818521744, 48.8668263599567], [2.306040857370859, 48.866654230263336], [2.305896671045372, 48.866783078259694], [2.3063498416049, 48.86701532954379], [2.306715404125792, 48.86678425408853], [2.306634984499521, 48.86672905934554]]], ""type"": ""Polygon""}";48.866833860878764,2.3062756827369406
CP002255;;75013;14;1;STV;TRAVAUX_URGENCE;réfection de l'affaissement;rue Jeanne d'Arc;CF Jeanne d'Arc / bd Vincent Auriol;2022-03-07;2022-03-28;BARRAGE_TOTAL;"Barrage du barreau sous le métro
Voie montant BUS Vincent Auriol neutralisée entre Jeanne d'Arc et Nationale  au démarrage des travaux ( En attente date)";;2;;"{""coordinates"": [[[2.36338524939122, 48.8334475778988], [2.363482360056737, 48.83346475104926], [2.363615470752994, 48.83333815190442], [2.363624596750052, 48.833328682439685], [2.363498506665624, 48.833323252038426], [2.363501893228408, 48.83334111713672], [2.363387066159568, 48.83344639770376], [2.36338524939122, 48.8334475778988]]], ""type"": ""Polygon""}";48.83339110178181,2.3635037170741806
CP001609;;75006;12;3;Sénat;REHABILITATION_IMMEUBLE;;rue de Vaugirard;entre la rue de Tournon et la rue Garancière.;2020-07-02;2022-01-31;RESTREINTE;"Maintien d'une file réduite dans chaque sens.
La rue Garancière sera mise à sens unique en direction de la rue Palatine.";2;2;;"{""coordinates"": [[[2.336008409898228, 48.849564069459575], [2.336033110751795, 48.849380028718265], [2.336099794132965, 48.84935327230715], [2.336758560269391, 48.849379769659876], [2.336764856658318, 48.84933839989748], [2.33653275727, 48.849330450606004], [2.336499212246473, 48.84930313723115], [2.336060221195462, 48.84928975585529], [2.336040521297536, 48.849307731735394], [2.336024517918288, 48.849318588118415], [2.336014259710721, 48.84933138122461], [2.336008309718558, 48.84934562552129], [2.335980307010471, 48.84956248621215], [2.336008409898228, 48.849564069459575]]], ""type"": ""Polygon""}";48.849351050680134,2.3363127109524275
CP001801;233051;75008;9;3;AMETIS;CONSTRUCTION_IMMEUBLE;Démolition puis construction d'un bâtiment.;17b rue d'Amsterdam;;2020-11-02;2022-08-31;RESTREINTE;Maintien d'une file de circulation et du double-sens cyclable.;2;2;;"{""coordinates"": [[[2.326844689157782, 48.87741729930449], [2.326906747540015, 48.877416696753045], [2.326900254895835, 48.87724914349363], [2.326836002280098, 48.87725211334718], [2.326844689157782, 48.87741729930449]]], ""type"": ""Polygon""}";48.87733330642186,2.326871973272532
CP001722;;75017;9;1;SLA;REHABILITATION_IMMEUBLE;;Rue des Batignolles;entre le rue des Dames et la rue Mariotte;2020-06-29;2022-01-14;BARRAGE_TOTAL;des Batignolles entre la rue des dames et la rue Mariotte. Le rue des Batignolles est mise en sens unique depuis la rue des Dames vers le bd des Batignolles. La rue Mariotte est inversée.;1;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR Batignolles Mairie 17Ã¨me 2Ã¨me version.pdf;"{""coordinates"": [[[2.322336416508151, 48.88411373621228], [2.322244620088799, 48.88409774990033], [2.321550069638668, 48.88451379591118], [2.321607266525214, 48.88455457103215], [2.321651960837557, 48.88458575766545], [2.322008388456657, 48.88436767418869], [2.321969075109956, 48.8843388977865], [2.322336416508151, 48.88411373621228]]], ""type"": ""Polygon""}";48.88436071242991,2.321898169998632
CP001891;223273;75014;12;3;RIVP;REHABILITATION_IMMEUBLE;Démolition et  reconstruction;rue Dareau;18 au 24;2021-04-06;2023-04-30;RESTREINTE;Maintien de 4,50m de Circulation dont 1,00 m de Contre sens cyclable;2;2;;"{""coordinates"": [[[2.337717641842001, 48.83141050149967], [2.337787960079249, 48.83142162757378], [2.337817099249172, 48.83136810444416], [2.3377947168866102, 48.83132147124956], [2.337330780830519, 48.83112915370966], [2.337235001677207, 48.831166616106195], [2.337441775331059, 48.83125222547996], [2.337428645630311, 48.83126413329172], [2.337717641842001, 48.83141050149967]]], ""type"": ""Polygon""}";48.831277206318994,2.337563500928689
CP001892;223273;75014;12;3;RIVP;REHABILITATION_IMMEUBLE;Démolition et Reconstruction;Rue Emile Dubois;Au N°1;2021-04-06;2023-04-30;RESTREINTE;"Circulation inchangée. Neutralisation du trottoir impair et du Stationnement
Renvoi piétons en vis- à -vis.";2;2;;"{""coordinates"": [[[2.337733629555546, 48.831408352389694], [2.3377108047876742, 48.831407912119026], [2.33770621185114, 48.83142898417378], [2.337702672568958, 48.83144260896007], [2.337704963837041, 48.831452801648986], [2.337325221833123, 48.83154566838706], [2.337350258366161, 48.83156191217227], [2.3374571589641793, 48.83153566262489], [2.337480030940097, 48.831547506352386], [2.337564428910427, 48.83152386345128], [2.3376476242143083, 48.83150116176915], [2.337810319444368, 48.83146192365722], [2.337783480841688, 48.8314183092696], [2.337762661485208, 48.83141153054027], [2.337733629555546, 48.831408352389694]]], ""type"": ""Polygon""}";48.83148812314756,2.337608743842305
CP001360;93455;75008;9;3;Neximmo;REHABILITATION_IMMEUBLE;;rue du Colisée;n°31;2019-07-29;2021-12-31;RESTREINTE;Maintien d'une file de circulation de 4ml.;2;4;;"{""coordinates"": [[[2.30978691514315, 48.871334904755656], [2.3098290243351842, 48.87128755701422], [2.309498739549594, 48.871169055862445], [2.309478192340823, 48.87122247704222], [2.30978691514315, 48.871334904755656]]], ""type"": ""Polygon""}";48.871253494797585,2.3096491285245073
CP002101;;75004;11;2;EDP;CREATION_RESEAUX;remplacement de canalisation;rue de Rivoli;du n°74 au n°78;2021-09-06;2022-04-29;RESTREINTE;neutralisation de la coronapiste , ouverture à la circulation générale;1;2;;"{""coordinates"": [[[2.351336441277434, 48.85760038495667], [2.351266362603576, 48.85758096850985], [2.350640255044945, 48.85776079633113], [2.350666884679847, 48.85779425456975], [2.351336441277434, 48.85760038495667]]], ""type"": ""Polygon""}";48.85768483726922,2.3509757485887977
CP002271;584756;75015;13;1;Mission vélo;REAMENAGEMENT_VOIRIE;Pérennisation Piste cyclable;bd Pasteur;2 place des cinq Martyrs du Lycée Buffon;2022-02-28;2022-04-15;RESTREINTE;;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR Pasteur.pdf;"{""coordinates"": [[[2.316619904185821, 48.83884245372544], [2.316684553101989, 48.83886067012253], [2.316909386215705, 48.83862161678488], [2.316861005964833, 48.838599923819565], [2.316619919773411, 48.838841264848725], [2.316619904185821, 48.83884245372544]]], ""type"": ""Polygon""}";48.838734739061714,2.316764773961819
CP000411;;75002;11;3;OPPIC;REHABILITATION_IMMEUBLE;Réhabilitation de la BNF;Rue Vivienne;du n°3 au n°7;2017-08-31;2022-08-31;RESTREINTE;Inversion de sens de la voie;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/2017_09_Vivienne_2eme_BNF.pdf;"{""coordinates"": [[[2.3394385851198303, 48.86790967485922], [2.339528291282916, 48.8678940653741], [2.339098758935255, 48.8671159907392], [2.338710494041781, 48.86637438824708], [2.338638122933645, 48.86639302478267], [2.3394385851198303, 48.86790967485922]]], ""type"": ""Polygon""}";48.86716718725227,2.3390892605206552
CP001691;;75016;13;3;SAS Jouvence;CONSTRUCTION_IMMEUBLE;;1 rue de la Source;à l'angle de la rue Ribéra;2020-07-27;2022-03-30;SENS_UNIQUE;de la rue Ribera depuis la rue de la Source jusqu'à l'av Mozart (inversion de sens de la rue Ribera).;2;2;;"{""coordinates"": [[[2.268979594163688, 48.851409257019796], [2.268990557941203, 48.851450253144186], [2.269228725188638, 48.85153975211493], [2.269263163986314, 48.851500937267396], [2.268979594163688, 48.851409257019796]]], ""type"": ""Polygon""}";48.85147684915545,2.2691223818643236
CP001834;;75013;14;2;RTE;CONSTRUCTION_IMMEUBLE;;27 rue du Moulinet;;2021-02-08;2022-08-31;RESTREINTE;Maintien de 3m de circulation avec la piste cyclable en double-sens.;2;2;;"{""coordinates"": [[[2.355071667012946, 48.8269241542309], [2.354653739120754, 48.82679625702399], [2.354623710671851, 48.82683464488532], [2.355021574823156, 48.82695291590173], [2.355071667012946, 48.8269241542309]]], ""type"": ""Polygon""}";48.82687603156287,2.3548402038745775
CP001948;;75009;11;3;SCI 82 Saint Lazare;REHABILITATION_IMMEUBLE;;rue Saint Lazare;n°82;2021-05-10;2022-12-31;RESTREINTE;Modification de l'ensemble des files de circulation;2;2;;"{""coordinates"": [[[2.329529848493158, 48.87591877953037], [2.329383971339554, 48.87590130576924], [2.329374081067207, 48.875969065815475], [2.32951998767558, 48.87598416010432], [2.329518383067012, 48.87596868430935], [2.329529848493158, 48.87591877953037]]], ""type"": ""Polygon""}";48.875943083721246,2.32945060512349
CP002127;458573;75010;11;2;Eau de Paris;ENTRETIEN_RESEAU;Base vie pour les travaux de renouvellement de conduite d'Eau potable en Egout;Rue Bichat;En vis-à-vis du 37 au 47;2021-08-24;2022-02-24;RESTREINTE;"Maintien de 3,00m dans chaque sens
Pour la pose des bungalows, mise à sens unique de la rue le 24-25 et 26/08 de 6h00 à 7h00 depuis av Richerand jusqu'à Alibert.";2;2;;"{""coordinates"": [[[2.367518720672896, 48.87207593904943], [2.3675046256957613, 48.872048500438936], [2.366886921222751, 48.8724176269839], [2.366915516980463, 48.872439193239686], [2.367516902650943, 48.87207711926622], [2.367518720672896, 48.87207593904943]]], ""type"": ""Polygon""}";48.87224752688838,2.367202684195538
CP002279;;75005;12;1;STV;REAMENAGEMENT_VOIRIE;Aménagement du carrefour;Rue Monge;Rue Monge angle bd St Germain;2022-03-28;2022-05-23;SENS_UNIQUE;"En 2 phases
Phase 1: du 28/03 au 26/04 Mise à sens unique de la rue Monge depuis St Germain vers rue des écoles + Neutralisation Couloir Bus 
Phase 2: du 26/04 au 23/05 Mise à sens unique de la rue Monge depuis rue des écoles vers bd St Germain";1;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR Monge - Saint-Germain.pdf;"{""coordinates"": [[[[2.349590315259957, 48.84980069661243], [2.349589984202853, 48.849800470872886], [2.3495908249648982, 48.84980047544338], [2.349573652036, 48.84975992991238], [2.349418204934976, 48.84979239873661], [2.349358348844375, 48.849773833391005], [2.349337102833128, 48.849742783569184], [2.349332775218691, 48.84970389072424], [2.349457456319765, 48.84953641682108], [2.3492910036953942, 48.84948871810177], [2.349098157695631, 48.84972403006206], [2.349375355461955, 48.8498556279527], [2.349590315259957, 48.84980069661243]]], [[[2.349590315259957, 48.84980069661243], [2.349591163850159, 48.84980127501519], [2.34959085937266, 48.84980055747193], [2.349590315259957, 48.84980069661243]]], [[[2.3495908249648982, 48.84980047544338], [2.34959085937266, 48.84980055747193], [2.349591173806209, 48.84980047733973], [2.3495908249648982, 48.84980047544338]]]], ""type"": ""MultiPolygon""}";48.849681550881385,2.3493113944030966
CP001902;346412;75006;12;3;AGB;REHABILITATION_IMMEUBLE;;Rue du Vieux Colombier;Du N°1 au N°3;2021-03-22;2022-03-31;RESTREINTE;Maintien de 3,50 m dans chaque sens.;2;2;;"{""coordinates"": [[[2.332433997017539, 48.851255193488136], [2.332435156179452, 48.8512575787558], [2.332440831057346, 48.851284583044304], [2.3323229291009753, 48.85129264624187], [2.332346478634616, 48.85133164787688], [2.332615936528021, 48.85131331764944], [2.332612848884348, 48.85127284823409], [2.33248413739627, 48.85128164812619], [2.332478492978291, 48.85125226431012], [2.332433997017539, 48.851255193488136]]], ""type"": ""Polygon""}";48.85129888249479,2.3324729614938344
CP002223;523636;75010;11;2;GRDF;INSPECTION_ENTRETIEN_RESEAU;Renouvellement réseau Gaz;Rue Tesspon;du 1 au 15 et du 2 au 14;2022-02-07;2022-03-25;BARRAGE_TOTAL;Barrage ponctuel de chaussée en journée;2;2;;"{""coordinates"": [[[[2.372206353982805, 48.87136774030117], [2.372206982654224, 48.871366933295505], [2.372207289603365, 48.8713671426523], [2.37227294217922, 48.87129569466808], [2.370575742710145, 48.87077503546825], [2.370528673999284, 48.87085531106873], [2.372206353982805, 48.87136774030117]]], [[[2.372206655524913, 48.87136783271578], [2.372209646537483, 48.871368745941744], [2.372207289603365, 48.8713671426523], [2.372206655524913, 48.87136783271578]]], [[[2.372206353982805, 48.87136774030117], [2.372204214530671, 48.871370489146344], [2.372206655524913, 48.87136783271578], [2.372206353982805, 48.87136774030117]]]], ""type"": ""MultiPolygon""}";48.871072356155956,2.3713926793264104
CP002283;;75014;12;1;MDP - STV Sud 14e;REFECTION_CHAUSSEE;Suite à un affaissement, reprise de la chaussée;Bus + VL;Tronçon fermée sur la place avenue porte de Vanves venant de Marc Sangnier vers Julia Bartet;2022-04-25;2022-04-29;SENS_UNIQUE;Mise à sens unique en inversant le sens de la circulation sur la voie à coté du tronçon fermé;2;1;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/2022-14-053 - DVD 5 PLACE DE LA PORTE DE VANVES.PDF;"{""coordinates"": [[[2.305032108386277, 48.826690469704424], [2.3047978404716, 48.82682593612522], [2.304796038473785, 48.82682592564981], [2.304796054339402, 48.82682473586262], [2.304655873640916, 48.82706664186414], [2.304725687675528, 48.827101551565924], [2.30479978798263, 48.82708532583762], [2.305032108386277, 48.826690469704424]]], ""type"": ""Polygon""}";48.82692090242581,2.3048248569083283
CP002294;603735;75014;12;1;STV Sud 14e;REFECTION_CHAUSSEE;Réfection de chaussée et trottoir;Barrage total;Fermeture entre l'avenue du Maine et la rue Pierre Castagnou;2022-04-25;2022-05-16;BARRAGE_TOTAL;Déviation par Av. Maine > Passage Tenaille > rue Charles Divry > rue Saillard;1;1;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/2022-14-054 - DVD RUE MOUTON DUVERNET.PDF;"{""coordinates"": [[[2.3251922975709283, 48.83262833284822], [2.325938914633672, 48.83245050353742], [2.325942549795811, 48.83244814428307], [2.325894847081056, 48.832374107944425], [2.32526547357345, 48.83254426936915], [2.325171920024056, 48.83253184375084], [2.3251922975709283, 48.83262833284822]]], ""type"": ""Polygon""}";48.83250158382111,2.325561192102498
CP002310;606158;75010;11;2;Eau de Paris;ENTRETIEN_RESEAU;Puit pour renouvellement conduites EP en DN100/150/200;Voie Bus;Emprise située au 2 ter boulevard saint Martin sur trottoir et sur la voie bus;2022-05-09;2022-09-23;;Déviation des bus dans la circulation générale;2;1;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/RenÃ© Boulanger, CitÃ© Riverin, Bd St Martin.pdf;"{""coordinates"": [[[2.359361276291366, 48.868439292911454], [2.359378416929311, 48.86851195966381], [2.359757790948221, 48.86845926110615], [2.359699070907014, 48.86839469987608], [2.359361276291366, 48.868439292911454]]], ""type"": ""Polygon""}";48.86845212207484,2.3595485178876276
CP002246;578514;75015;13;1;VDP - DVD - STV SO - 15e;REFECTION_CHAUSSEE;Réfection du pavage sur la place du Commerce;Rue du Commerce;Entre le 79 et le 87 rue du Commerce;2022-02-28;2022-04-28;BARRAGE_TOTAL;Barrages : rue du Commerce depuis l'impasse du commerce et rue Gramme. Barrage place du Commerce depuis passage des entrepreneurs. Barrage rue Lakanal depuis rue croix Nivert. Mises en impasse rue du Commerce, rue Lakanal (perches);2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/Perche_rue_Lakanal___Pavage_r_du_Commerce.pdf;"{""coordinates"": [[[2.293692453973991, 48.84453450567271], [2.293949948900695, 48.844821574502795], [2.293953536655096, 48.84482278553866], [2.293868319355649, 48.84485916648958], [2.293889578684138, 48.84488665699002], [2.293976372991235, 48.84486694249556], [2.294047684019178, 48.8449256629436], [2.294091250377969, 48.84490331444784], [2.293816246757422, 48.844578068814016], [2.2938761640018512, 48.84454629801197], [2.293835399913955, 48.844494896026966], [2.293754191336172, 48.84450155581425], [2.293684732197692, 48.84443927651082], [2.293650290582061, 48.844453350606926], [2.293667621929533, 48.84450461430895], [2.293586026305862, 48.84453982568887], [2.293607285355186, 48.844567316247335], [2.293692453973991, 48.84453450567271]]], ""type"": ""Polygon""}";48.84466655335554,2.2938472234519747
CP002220;523797;75019;10;3;Fondation Rotchild;REHABILITATION_IMMEUBLE;;avenue Simon Bolivar;du 79 au 81;2022-01-17;2022-09-30;RESTREINTE;Maintien de 3,50m dans chaque sens de circulation;2;2;;"{""coordinates"": [[[2.375475182813052, 48.8762833795436], [2.375473379090658, 48.876283370133535], [2.375207520431055, 48.87634265994779], [2.375221465010365, 48.87638318382568], [2.3752717369184753, 48.87640248237099], [2.375497888068729, 48.87634536491117], [2.375475182813052, 48.8762833795436]]], ""type"": ""Polygon""}";48.8763446855841,2.37535435558119
CP001732;244054;75004;11;1;Affaires culturelles;REHABILITATION_IMMEUBLE;;rue des archives;du n°22 au n°26;2020-11-02;2022-09-01;RESTREINTE;Maintien d'une file  de circulation;2;2;;"{""coordinates"": [[[2.354993175248282, 48.858176077945615], [2.355067376364266, 48.8581538718199], [2.355010845017086, 48.85805957609765], [2.354938027205364, 48.85796995100735], [2.354909033281176, 48.857981692208895], [2.354872781444695, 48.85799696379475], [2.354842205378564, 48.85799084975331], [2.354820466588365, 48.857999061428174], [2.354807432495538, 48.85803230396878], [2.354931918409666, 48.85817217823224], [2.354993175248282, 48.858176077945615]]], ""type"": ""Polygon""}";48.85807751478242,2.354936406579557
CP001670;;75001;11;3;LOUVRE-SAINT HONORE;REHABILITATION_IMMEUBLE;;place du Palais Royal;n°2;2020-06-29;2024-06-30;RESTREINTE;Maintien d'une file de circulation .Lors des livraisons cette voie pourra être fermée.;2;2;;"{""coordinates"": [[[2.337232888790253, 48.86225759717169], [2.337069926441364, 48.86231023365322], [2.337195298961625, 48.86251913700109], [2.337272622259834, 48.86253622203806], [2.33737576324122, 48.86250823886393], [2.337232888790253, 48.86225759717169]]], ""type"": ""Polygon""}";48.862402953011284,2.337223199859476
CP001546;119570;75014;12;3;Promobat;CONSTRUCTION_IMMEUBLE;;Avenue du Général Leclerc;n°42;2019-10-28;2023-01-10;RESTREINTE;Neutralisation du couloir de bus, maintien d'une file de circulation au droit de l'emprise.;2;2;;"{""coordinates"": [[[2.329464096971592, 48.831138916191286], [2.32950614817427, 48.831120115795386], [2.32950482330336, 48.83111106516368], [2.329598310936034, 48.831072564498655], [2.329537970904364, 48.83099988601332], [2.329392408573478, 48.83105189734956], [2.329464096971592, 48.831138916191286]]], ""type"": ""Polygon""}";48.831066056413306,2.329495158533979
CP001840;329624;75008;9;3;DIOR;REHABILITATION_IMMEUBLE;Curage du 11/02/21 au 30/06/21;Rue Bassano;Entre Champs Elysées et Vernet;2021-02-11;2023-03-31;;;;2;;"{""coordinates"": [[[2.300177099535802, 48.87179744424186], [2.300177083550987, 48.87179863398033], [2.3002423429815932, 48.87177403083425], [2.300033870013011, 48.871450387179046], [2.299938127929377, 48.87146172468321], [2.300177099535802, 48.87179744424186]]], ""type"": ""Polygon""}";48.87161455097907,2.300093157220531
CP002291;594214;75010;11;1;DVD;REAMENAGEMENT_VOIRIE;Mises aux normes PMR des Quais Bus;rue du Faubourg St Denis;du 222 au 228;2022-05-02;2022-05-20;RESTREINTE;Maintien de 3,50m;2;1;;"{""coordinates"": [[[[2.35931916347951, 48.88351285961846], [2.359251629875902, 48.88352246907005], [2.359320447512016, 48.883890858733956], [2.359391539085668, 48.88388093642929], [2.35931916347951, 48.88351285961846]]], [[[2.359319095449024, 48.88351251481158], [2.35931916347951, 48.88351285961846], [2.359321493924388, 48.88351252764626], [2.359319095449024, 48.88351251481158]]]], ""type"": ""MultiPolygon""}";48.883703337163965,2.3593209968538296
CP001477;;75008;9;2;SNCF EOLE;CREATION_ENTRETIEN_OUVRAGE_ART;Création d'un puits de service, travaux préparatoire du 26/08/19 au 30/08/19;Avenue de Messine;du n°2 au n°16;2019-08-26;2022-12-20;RESTREINTE;Maintien d'un file de circulation au droit de l'emprise.;2;2;;"{""coordinates"": [[[2.313937384330043, 48.876027117035385], [2.313974930275214, 48.87605231674796], [2.314718848891941, 48.875718687897425], [2.314751829124944, 48.875679615138374], [2.314923983836086, 48.87561873314292], [2.31520278205598, 48.875540614522286], [2.315195329178253, 48.87542159738105], [2.315171960904685, 48.87541551456593], [2.314820658735195, 48.87552058234331], [2.313844537666749, 48.87595519984275], [2.313937384330043, 48.876027117035385]]], ""type"": ""Polygon""}";48.875729809648206,2.314529093609443
